,example_id,sentence,sentence_label,left_tree,left_label,right_tree,right_label
6013,06014,"Sweet Home Alabama is one dumb movie , but its stupidity is so relentlessly harmless that it almost wins you over in the end .",neutral,"Sweet Home Alabama is one dumb movie , but its stupidity is so relentlessly harmless that it almost wins you over in the end",negative,.,neutral
6014,06015,"-LRB- Green is -RRB- the comedy equivalent of Saddam Hussein , and I 'm just about ready to go to the U.N. and ask permission for a preemptive strike .",negative,-LRB-,negative,"Green is -RRB- the comedy equivalent of Saddam Hussein , and I 'm just about ready to go to the U.N. and ask permission for a preemptive strike .",negative
6015,06016,No amount of good acting is enough to save Oleander 's uninspired story .,negative,No amount of good acting,negative,is enough to save Oleander 's uninspired story .,negative
6016,06017,"A vile , incoherent mess ... a scummy ripoff of David Cronenberg 's brilliant ` Videodrome . '",negative,"A vile , incoherent mess",negative,... a scummy ripoff of David Cronenberg 's brilliant ` Videodrome . ',negative
6017,06018,Murphy and Wilson actually make a pretty good team ... but the project surrounding them is distressingly rote .,negative,Murphy and Wilson actually make a pretty good team ... but the project surrounding them is distressingly rote,neutral,.,neutral
6018,06019,"Despite its raucous intent , XXX is as conventional as a Nike ad and as rebellious as spring break .",neutral,Despite its raucous intent,neutral,", XXX is as conventional as a Nike ad and as rebellious as spring break .",positive
6019,06020,"Think The Lion King redone for horses , with fewer deliberate laughs , more inadvertent ones and stunningly trite songs by Bryan Adams , the world 's most generic rock star .",negative,"Think The Lion King redone for horses , with fewer deliberate laughs , more inadvertent ones and stunningly trite songs by Bryan Adams , the world 's most generic rock star",neutral,.,neutral
6020,06021,It is one more celluloid testimonial to the cruelties experienced by Southern blacks as distilled through a Caucasian perspective .,neutral,It,neutral,is one more celluloid testimonial to the cruelties experienced by Southern blacks as distilled through a Caucasian perspective .,neutral
6021,06022,"It 's tough being a black man in America , especially when the Man has taken away your car , your work-hours and denied you health insurance .",neutral,It,neutral,"'s tough being a black man in America , especially when the Man has taken away your car , your work-hours and denied you health insurance .",negative
6022,06023,"A small fortune in salaries and stunt cars might have been saved if the director , Tom Dey , had spliced together bits and pieces of Midnight Run and 48 Hours -LRB- and , for that matter , Shrek -RRB- .",negative,A small fortune in salaries and stunt cars,negative,"might have been saved if the director , Tom Dey , had spliced together bits and pieces of Midnight Run and 48 Hours -LRB- and , for that matter , Shrek -RRB- .",negative
6023,06024,"An amateurish , quasi-improvised acting exercise shot on ugly digital video .",negative,"An amateurish , quasi-improvised acting exercise",negative,shot on ugly digital video .,negative
6024,06025,"The holes in this film remain agape -- holes punched through by an inconsistent , meandering , and sometimes dry plot .",negative,"The holes in this film remain agape -- holes punched through by an inconsistent , meandering , and sometimes dry plot",negative,.,neutral
6025,06026,Would Benigni 's Italian Pinocchio have been any easier to sit through than this hastily dubbed disaster ?,negative,Would Benigni 's Italian Pinocchio have been any easier to sit through than this hastily dubbed disaster,negative,?,neutral
6026,06027,"Unofficially , National Lampoon 's Van Wilder is Son of Animal House .",neutral,Unofficially,neutral,", National Lampoon 's Van Wilder is Son of Animal House .",neutral
6027,06028,"Officially , it is twice as bestial but half as funny .",negative,Officially,neutral,", it is twice as bestial but half as funny .",negative
6028,06029,"This is a fragmented film , once a good idea that was followed by the bad idea to turn it into a movie .",negative,This,neutral,"is a fragmented film , once a good idea that was followed by the bad idea to turn it into a movie .",negative
6029,06030,Mindless yet impressively lean spinoff of last summer 's bloated effects fest The Mummy Returns .,positive,Mindless,negative,yet impressively lean spinoff of last summer 's bloated effects fest The Mummy Returns .,neutral
6030,06031,"Halfway through the movie , the humor dwindles .",negative,Halfway through the movie,neutral,", the humor dwindles .",negative
6031,06032,It 's replaced by some dramatic scenes that are jarring and deeply out of place in what could have -LRB- and probably should have -RRB- been a lighthearted comedy .,negative,It,neutral,'s replaced by some dramatic scenes that are jarring and deeply out of place in what could have -LRB- and probably should have -RRB- been a lighthearted comedy .,negative
6032,06033,will be far more interesting to the Soderbergh faithful than it will be to the casual moviegoer who might be lured in by Julia Roberts ...,neutral,will be far more interesting to the Soderbergh faithful than it will be to the casual moviegoer who might be lured in by Julia Roberts,neutral,...,neutral
6033,06034,"Authentic , and at times endearing , humorous , spooky , educational , but at other times as bland as a block of snow .",neutral,Authentic,positive,", and at times endearing , humorous , spooky , educational , but at other times as bland as a block of snow .",negative
6034,06035,Control-Alt-Delete Simone as quickly as possible,negative,Control-Alt-Delete Simone as quickly,negative,as possible,neutral
6035,06036,"Follows the original film virtually scene for scene and yet manages to bleed it almost completely dry of humor , verve and fun .",negative,Follows the original film virtually scene for scene and yet,neutral,"manages to bleed it almost completely dry of humor , verve and fun .",negative
6036,06037,"The filmmaker ascends , literally , to the Olympus of the art world , but he would have done well to end this flawed , dazzling series with the raising of something other than his own cremaster .",neutral,"The filmmaker ascends , literally , to the Olympus of the art world , but he would have done well to end this flawed , dazzling series with the raising of something other than his own cremaster",negative,.,neutral
6037,06038,"The screenplay comes across , rather unintentionally , as Hip-Hop Scooby-Doo .",neutral,The screenplay,neutral,"comes across , rather unintentionally , as Hip-Hop Scooby-Doo .",neutral
6038,06039,Has lost some of the dramatic conviction that underlies the best of comedies ...,negative,Has,neutral,lost some of the dramatic conviction that underlies the best of comedies ...,neutral
6039,06040,"Vaguely interesting , but it 's just too too much .",negative,"Vaguely interesting , but it 's just too too much",negative,.,neutral
6040,06041,"... no charm , no laughs , no fun , no reason to watch .",negative,...,neutral,"no charm , no laughs , no fun , no reason to watch .",negative
6041,06042,A generic family comedy unlikely to be appreciated by anyone outside the under-10 set .,negative,A generic family comedy unlikely to be appreciated by anyone outside the under-10 set,neutral,.,neutral
6042,06043,Kung Pow seems like some futile concoction that was developed hastily after Oedekerk and his fellow moviemakers got through crashing a college keg party .,negative,Kung Pow seems like some futile concoction that was developed hastily after Oedekerk and his fellow moviemakers got through crashing a college keg party,negative,.,neutral
6043,06044,Kurys seems intimidated by both her subject matter and the period trappings of this debut venture into the heritage business .,negative,Kurys,neutral,seems intimidated by both her subject matter and the period trappings of this debut venture into the heritage business .,positive
6044,06045,The film virtually chokes on its own self-consciousness .,neutral,The film,neutral,virtually chokes on its own self-consciousness .,negative
6045,06046,A manipulative feminist empowerment tale thinly posing as a serious drama about spousal abuse .,negative,A manipulative feminist empowerment tale thinly posing as a serious drama about spousal abuse,negative,.,neutral
6046,06047,"Everything in Maid in Manhattan is exceedingly pleasant , designed not to offend .",positive,Everything in Maid in Manhattan,neutral,"is exceedingly pleasant , designed not to offend .",positive
6047,06048,"It goes down easy , leaving virtually no aftertaste .",positive,It,neutral,"goes down easy , leaving virtually no aftertaste .",neutral
6048,06049,"A profoundly stupid affair , populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility .",negative,A profoundly stupid affair,negative,", populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility .",negative
6049,06050,... pays tribute to heroes the way Julia Roberts hands out awards -- with phony humility barely camouflaging grotesque narcissism .,negative,...,neutral,pays tribute to heroes the way Julia Roberts hands out awards -- with phony humility barely camouflaging grotesque narcissism .,neutral
6050,06051,"Time stands still in more ways that one in Clockstoppers , a sci-fi thriller as lazy as it is interminable .",negative,Time,neutral,"stands still in more ways that one in Clockstoppers , a sci-fi thriller as lazy as it is interminable .",negative
6051,06052,"As a director , Eastwood is off his game -- there 's no real sense of suspense , and none of the plot ` surprises ' are really surprising .",negative,"As a director , Eastwood is off his game -- there 's no real sense of suspense , and none of the plot ` surprises ' are really surprising",negative,.,neutral
6052,06053,"Eccentric enough to stave off doldrums , Caruso 's self-conscious debut is also eminently forgettable .",neutral,Eccentric enough to stave off doldrums,positive,", Caruso 's self-conscious debut is also eminently forgettable .",negative
6053,06054,"To work , love stories require the full emotional involvement and support of a viewer .",neutral,To work,neutral,", love stories require the full emotional involvement and support of a viewer .",neutral
6054,06055,That is made almost impossible by events that set the plot in motion .,neutral,That,neutral,is made almost impossible by events that set the plot in motion .,negative
6055,06056,"Although Barbershop boasts some of today 's hottest and hippest acts from the world of television , music and stand-up comedy , this movie strangely enough has the outdated swagger of a shameless ` 70s blaxploitation shuck-and-jive sitcom .",neutral,"Although Barbershop boasts some of today 's hottest and hippest acts from the world of television , music and stand-up comedy",neutral,", this movie strangely enough has the outdated swagger of a shameless ` 70s blaxploitation shuck-and-jive sitcom .",negative
6056,06057,A puzzle whose pieces do not fit .,negative,A,neutral,puzzle whose pieces do not fit .,negative
6057,06058,"Some are fascinating and others are not , and in the end , it is almost a good movie .",neutral,"Some are fascinating and others are not , and in the end , it is almost a good movie",positive,.,neutral
6058,06059,Would that Greengrass had gone a tad less for grit and a lot more for intelligibility .,negative,Would that Greengrass had gone a tad less for grit and a lot more for intelligibility,negative,.,neutral
6059,06060,"The good is very , very good ... The rest runs from mildly unimpressive to despairingly awful .",neutral,"The good is very , very good ... The rest runs from mildly unimpressive to despairingly awful",positive,.,neutral
6060,06061,"` Butterfingered ' is the word for the big-fisted direction of Jez Butterworth , who manages to blast even the smallest sensitivities from the romance with his clamorous approach .",negative,`,neutral,"Butterfingered ' is the word for the big-fisted direction of Jez Butterworth , who manages to blast even the smallest sensitivities from the romance with his clamorous approach .",neutral
6061,06062,"Be forewarned , if you 're depressed about anything before watching this film , you may just end up trying to drown yourself in a lake afterwards .",negative,"Be forewarned , if you 're depressed about anything before watching this film",negative,", you may just end up trying to drown yourself in a lake afterwards .",negative
6062,06063,a terrible adaptation of a play that only ever walked the delicate tightrope between farcical and loathsome .,negative,a terrible adaptation of a play that only ever walked the delicate tightrope between farcical and loathsome,negative,.,neutral
6063,06064,"In the wrong hands , i.e. Peploe 's , it 's simply unbearable",negative,In the wrong hands,negative,", i.e. Peploe 's , it 's simply unbearable",negative
6064,06065,"An inexperienced director , Mehta has much to learn .",negative,"An inexperienced director , Mehta",neutral,has much to learn .,neutral
6065,06066,A limp Eddie Murphy vehicle that even he seems embarrassed to be part of .,negative,A limp Eddie Murphy,negative,vehicle that even he seems embarrassed to be part of .,positive
6066,06067,"So muddled , repetitive and ragged that it says far less about the horrifying historical reality than about the filmmaker 's characteristic style .",negative,"So muddled , repetitive and ragged that it says far less about the horrifying historical reality than about the filmmaker 's characteristic style",negative,.,neutral
6067,06068,A gushy episode of `` M \* A \* S \* H '' only this time from an Asian perspective .,negative,A gushy episode of `` M,neutral,\* A \* S \* H '' only this time from an Asian perspective .,neutral
6068,06069,"`` Looking For Leonard '' just seems to kinda sit in neutral , hoping for a stiff wind to blow it uphill or something .",negative,`` Looking For Leonard '' just seems to kinda,neutral,"sit in neutral , hoping for a stiff wind to blow it uphill or something .",neutral
6069,06070,Nothing more than four or five mild chuckles surrounded by 86 minutes of overly-familiar and poorly-constructed comedy .,negative,Nothing more than four or five mild chuckles,negative,surrounded by 86 minutes of overly-familiar and poorly-constructed comedy .,negative
6070,06071,"Definitely in the guilty pleasure B-movie category , Reign of Fire is so incredibly inane that it is laughingly enjoyable .",positive,Definitely in the guilty pleasure B-movie category,positive,", Reign of Fire is so incredibly inane that it is laughingly enjoyable .",neutral
6071,06072,Good-looking but relentlessly lowbrow outing plays like Clueless Does South Fork .,negative,Good-looking but relentlessly lowbrow outing,neutral,plays like Clueless Does South Fork .,negative
6072,06073,"entertaining enough , but nothing new",negative,entertaining,positive,"enough , but nothing new",negative
6073,06074,... one resurrection too many .,negative,...,neutral,one resurrection too many .,negative
6074,06075,"This is a film about the irksome , tiresome nature of complacency that remains utterly satisfied to remain the same throughout .",negative,This,neutral,"is a film about the irksome , tiresome nature of complacency that remains utterly satisfied to remain the same throughout .",neutral
6075,06076,"Even as the hero of the story rediscovers his passion in life , the mood remains oddly detached .",negative,Even as the hero of the story rediscovers his passion in life,neutral,", the mood remains oddly detached .",neutral
6076,06077,DeMeo is not without talent ; he just needs better material .,neutral,DeMeo is not without talent ; he just needs better material,positive,.,neutral
6077,06078,"In spite of featuring a script credited to no fewer than five writers , apparently nobody here bothered to check it twice .",negative,In spite of featuring a script credited to no fewer than five writers,positive,", apparently nobody here bothered to check it twice .",negative
6078,06079,"No one involved , save Dash , shows the slightest aptitude for acting , and the script , credited to director Abdul Malik Abbott and Ernest ` Tron ' Anderson , seems entirely improvised .",negative,"No one involved , save Dash , shows the slightest aptitude for acting , and the script , credited to director Abdul Malik Abbott and Ernest ` Tron ' Anderson , seems entirely improvised",negative,.,neutral
6079,06080,"Initially gripping , eventually cloying POW drama .",positive,Initially gripping,positive,", eventually cloying POW drama .",neutral
6080,06081,"A timid , soggy near miss .",negative,"A timid , soggy near miss",negative,.,neutral
6081,06082,Works better in the conception than it does in the execution ... winds up seeming just a little too clever .,negative,Works better in the conception than it does in the execution ... winds up seeming just a little too clever,negative,.,neutral
6082,06083,"To the vast majority of more casual filmgoers , it will probably be a talky bore .",negative,To the vast majority of more casual filmgoers,neutral,", it will probably be a talky bore .",negative
6083,06084,Observant intelligence constantly vies with pretension -- and sometimes plain wacky implausibility -- throughout Maelstrom .,neutral,Observant intelligence,positive,constantly vies with pretension -- and sometimes plain wacky implausibility -- throughout Maelstrom .,neutral
6084,06085,This version of H.G. Wells ' Time Machine was directed by H.G. Wells ' great-grandson .,neutral,This version of H.G. Wells ' Time Machine,neutral,was directed by H.G. Wells ' great-grandson .,neutral
6085,06086,They should have found Orson Welles ' great-grandson .,neutral,They,neutral,should have found Orson Welles ' great-grandson .,neutral
6086,06087,"Shunji Iwai 's All About Lily Chou Chou is a beautifully shot , but ultimately flawed film about growing up in Japan .",negative,Shunji Iwai 's All About Lily Chou Chou,neutral,"is a beautifully shot , but ultimately flawed film about growing up in Japan .",positive
6087,06088,"With more character development this might have been an eerie thriller ; with better payoffs , it could have been a thinking man 's monster movie .",negative,"With more character development this might have been an eerie thriller ; with better payoffs , it could have been a thinking man 's monster movie",negative,.,neutral
6088,06089,"Thriller directorial debut for Traffic scribe Gaghan has all the right parts , but the pieces do n't quite fit together .",neutral,"Thriller directorial debut for Traffic scribe Gaghan has all the right parts , but the pieces do n't quite fit together",negative,.,neutral
6089,06090,... would be a total loss if not for two supporting performances taking place at the movie 's edges .,neutral,...,neutral,would be a total loss if not for two supporting performances taking place at the movie 's edges .,neutral
6090,06091,"There 's not a single jump-in-your-seat moment and believe it or not , Jason actually takes a backseat in his own film to special effects .",negative,"There 's not a single jump-in-your-seat moment and believe it or not , Jason actually takes a backseat in his own film to special effects",neutral,.,neutral
6091,06092,"Goldbacher draws on an elegant visual sense and a talent for easy , seductive pacing ... but she and writing partner Laurence Coriat do n't manage an equally assured narrative coinage .",positive,"Goldbacher draws on an elegant visual sense and a talent for easy , seductive pacing ... but she and writing partner Laurence Coriat do n't manage an equally assured narrative coinage",positive,.,neutral
6092,06093,"Though Harris is affecting at times , he can not overcome the sense that Pumpkin is a mere plot pawn for two directors with far less endearing disabilities .",negative,Though Harris is affecting at times,neutral,", he can not overcome the sense that Pumpkin is a mere plot pawn for two directors with far less endearing disabilities .",negative
6093,06094,"The documentary is much too conventional -- lots of boring talking heads , etc. -- to do the subject matter justice .",negative,The documentary,neutral,"is much too conventional -- lots of boring talking heads , etc. -- to do the subject matter justice .",negative
6094,06095,The movie itself appears to be running on hypertime in reverse as the truly funny bits get further and further apart .,negative,The movie itself appears to be running on hypertime in reverse as the truly funny bits,neutral,get further and further apart .,neutral
6095,06096,This is not a Jackie Chan movie .,negative,This,neutral,is not a Jackie Chan movie .,neutral
6096,06097,It 's just a movie that happens to have Jackie Chan in it .,negative,It,neutral,'s just a movie that happens to have Jackie Chan in it .,negative
6097,06098,And that makes all the difference .,positive,And,neutral,that makes all the difference .,positive
6098,06099,"Far too clever by half , Howard 's film is really a series of strung-together moments , with all the spaces in between filled with fantasies , daydreams , memories and one fantastic visual trope after another .",negative,Far too clever by half,neutral,", Howard 's film is really a series of strung-together moments , with all the spaces in between filled with fantasies , daydreams , memories and one fantastic visual trope after another .",negative
6099,06100,The problem with movies about angels is they have a tendency to slip into hokum .,negative,The problem with movies about angels,negative,is they have a tendency to slip into hokum .,negative
6100,06101,A Rumor of Angels does n't just slip -- it avalanches into forced fuzziness .,negative,A Rumor of Angels does n't just slip -- it avalanches into forced fuzziness,negative,.,neutral
6101,06102,"No big whoop , nothing new to see , zero thrills , too many flashbacks and a choppy ending make for a bad film .",negative,"No big whoop , nothing new to see ,",negative,"zero thrills , too many flashbacks and a choppy ending make for a bad film .",negative
6102,06103,I do n't think this movie loves women at all .,negative,I,neutral,do n't think this movie loves women at all .,neutral
6103,06104,Shankman ... and screenwriter Karen Janszen bungle their way through the narrative as if it were a series of Bible parables and not an actual story .,negative,Shankman ... and screenwriter Karen Janszen,neutral,bungle their way through the narrative as if it were a series of Bible parables and not an actual story .,negative
6104,06105,A negligible British comedy .,negative,A,neutral,negligible British comedy .,negative
6105,06106,Fails to convince the audience that these brats will ever be anything more than losers .,negative,Fails to convince the audience that these brats will ever be anything more than losers,negative,.,neutral
6106,06107,"Slack and uninspired , and peopled mainly by characters so unsympathetic that you 're left with a sour taste in your mouth .",negative,"Slack and uninspired , and peopled mainly by characters so unsympathetic that you 're left with a sour taste in your mouth",negative,.,neutral
6107,06108,Skip this turd and pick your nose instead because you 're sure to get more out of the latter experience .,negative,Skip this turd and pick your nose instead because you 're sure to get more out of the latter experience,negative,.,neutral
6108,06109,What can one say about a balding 50-year-old actor playing an innocent boy carved from a log ?,neutral,What,neutral,can one say about a balding 50-year-old actor playing an innocent boy carved from a log ?,neutral
6109,06110,Trailer trash cinema so uncool the only thing missing is the `` Gadzooks ! '',negative,Trailer trash cinema,negative,so uncool the only thing missing is the `` Gadzooks ! '',negative
6110,06111,"Her film is like a beautiful food entrée that is n't heated properly , so that it ends up a bit cold and relatively flavorless .",negative,Her film,positive,"is like a beautiful food entrée that is n't heated properly , so that it ends up a bit cold and relatively flavorless .",negative
6111,06112,"Like the world of his film , Hartley created a monster but did n't know how to handle it .",negative,Like the world of his film,neutral,", Hartley created a monster but did n't know how to handle it .",negative
6112,06113,"No new plot conceptions or environmental changes , just different bodies for sharp objects to rip through .",negative,"No new plot conceptions or environmental changes , just different bodies for sharp objects to rip through",neutral,.,neutral
6113,06114,Needs more impressionistic cinematography and exhilarating point-of-view shots and fewer slow-motion ` grandeur ' shots and quick-cut edits that often detract from the athleticism .,negative,Needs more impressionistic cinematography and exhilarating point-of-view shots and fewer slow-motion ` grandeur ' shots and quick-cut edits that often detract from the athleticism,negative,.,neutral
6114,06115,"In the end , there is n't much to it .",negative,In the end,neutral,", there is n't much to it .",negative
6115,06116,A waste of fearless purity in the acting craft .,negative,A waste of fearless purity in the acting craft,neutral,.,neutral
6116,06117,The film is ultimately about as inspiring as a Hallmark card .,negative,The film,neutral,is ultimately about as inspiring as a Hallmark card .,negative
6117,06118,"Anyone not into high-tech splatterfests is advised to take the warning literally , and log on to something more user-friendly .",negative,Anyone not into high-tech splatterfests,negative,"is advised to take the warning literally , and log on to something more user-friendly .",negative
6118,06119,Disreputable doings and exquisite trappings are dampened by a lackluster script and substandard performances .,negative,Disreputable doings and exquisite trappings,neutral,are dampened by a lackluster script and substandard performances .,neutral
6119,06120,You could easily mistake it for a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time .,negative,You,neutral,could easily mistake it for a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time .,negative
6120,06121,"Directors Harry Gantz and Joe Gantz have chosen a fascinating subject matter , but the couples exposing themselves are n't all that interesting .",neutral,"Directors Harry Gantz and Joe Gantz have chosen a fascinating subject matter , but the couples exposing themselves are n't all that interesting",negative,.,neutral
6121,06122,Yet another entry in the sentimental oh-those-wacky-Brits genre that was ushered in by The Full Monty and is still straining to produce another smash hit .,negative,Yet,neutral,another entry in the sentimental oh-those-wacky-Brits genre that was ushered in by The Full Monty and is still straining to produce another smash hit .,neutral
6122,06123,"for those for whom the name Woody Allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile , Hollywood Ending is a depressing experience",negative,"for those for whom the name Woody Allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile",neutral,", Hollywood Ending is a depressing experience",negative
6123,06124,Femme Fatale offers nothing more than a bait-and-switch that is beyond playing fair with the audience .,negative,Femme Fatale,neutral,offers nothing more than a bait-and-switch that is beyond playing fair with the audience .,negative
6124,06125,"Are we dealing with dreams , visions or being told what actually happened as if it were the third ending of Clue ?",negative,"Are we dealing with dreams , visions or being told what actually happened as if it were the third ending of Clue",negative,?,neutral
6125,06126,"It could have been something special , but two things drag it down to mediocrity -- director Clare Peploe 's misunderstanding of Marivaux 's rhythms , and Mira Sorvino 's limitations as a classical actress .",negative,"It could have been something special , but two things drag it down to mediocrity -- director Clare Peploe 's misunderstanding of Marivaux 's rhythms , and Mira Sorvino 's limitations as a classical actress",negative,.,neutral
6126,06127,Fluffy neo-noir hiding behind cutesy film references .,negative,Fluffy neo-noir hiding behind cutesy film references,negative,.,neutral
6127,06128,Imagine Susan Sontag falling in love with Howard Stern .,negative,Imagine Susan Sontag falling in love with Howard Stern,neutral,.,neutral
6128,06129,"Like being trapped inside a huge video game , where exciting , inane images keep popping past your head and the same illogical things keep happening over and over again .",neutral,Like being trapped inside a huge video game,neutral,", where exciting , inane images keep popping past your head and the same illogical things keep happening over and over again .",negative
6129,06130,Should have been worth cheering as a breakthrough but is devoid of wit and humor .,negative,Should,neutral,have been worth cheering as a breakthrough but is devoid of wit and humor .,neutral
6130,06131,"The best thing about the movie is its personable , amusing cast .",positive,The best thing about the movie,neutral,"is its personable , amusing cast .",positive
6131,06132,These guys seem great to knock back a beer with but they 're simply not funny performers .,negative,These guys,neutral,seem great to knock back a beer with but they 're simply not funny performers .,negative
6132,06133,Everything was as superficial as the forced New Jersey lowbrow accent Uma had .,negative,Everything,neutral,was as superficial as the forced New Jersey lowbrow accent Uma had .,neutral
6133,06134,Director David Fincher and writer David Koepp ca n't sustain it .,negative,Director David Fincher and writer David Koepp,neutral,ca n't sustain it .,negative
6134,06135,"Finally coming down off of Miramax 's deep shelves after a couple of aborted attempts , Waking Up in Reno makes a strong case for letting sleeping dogs lie .",neutral,Finally,neutral,"coming down off of Miramax 's deep shelves after a couple of aborted attempts , Waking Up in Reno makes a strong case for letting sleeping dogs lie .",negative
6135,06136,A movie that feels like the pilot episode of a new teen-targeted action TV series .,neutral,A movie that feels,neutral,like the pilot episode of a new teen-targeted action TV series .,neutral
6136,06137,One of the most highly-praised disappointments I 've had the misfortune to watch in quite some time .,negative,One of the most highly-praised disappointments I,neutral,'ve had the misfortune to watch in quite some time .,negative
6137,06138,"The animation and backdrops are lush and inventive , yet Return to Neverland never manages to take us to that elusive , lovely place where we suspend our disbelief .",neutral,"The animation and backdrops are lush and inventive , yet Return to Neverland never manages to take us to that elusive , lovely place where we suspend our disbelief",positive,.,neutral
6138,06139,"Director Shekhar Kapur and screenwriters Michael Schiffer and Hossein Amini have tried hard to modernize and reconceptualize things , but the barriers finally prove to be too great .",negative,"Director Shekhar Kapur and screenwriters Michael Schiffer and Hossein Amini have tried hard to modernize and reconceptualize things , but the barriers finally prove to be too great",negative,.,neutral
6139,06140,"Strong filmmaking requires a clear sense of purpose , and in that oh-so-important category , The Four Feathers comes up short .",negative,"Strong filmmaking requires a clear sense of purpose , and in that oh-so-important category , The Four Feathers comes up short",negative,.,neutral
6140,06141,The thought of watching this film with an audience full of teenagers fixating on its body humour and reinforcement of stereotypes -LRB- of which they 'll get plenty -RRB- fills me with revulsion .,negative,The thought of watching this film with an audience full of teenagers fixating on its body humour and reinforcement of stereotypes -LRB- of which they 'll get plenty -RRB-,negative,fills me with revulsion .,negative
6141,06142,"Devolves into the derivative , leaning on badly-rendered CGI effects .",negative,Devolves into the derivative,negative,", leaning on badly-rendered CGI effects .",negative
6142,06143,Anyone who gets chills from movies with giant plot holes will find plenty to shake and shiver about in ` The Ring . ',neutral,Anyone who gets chills from movies with giant plot holes,negative,will find plenty to shake and shiver about in ` The Ring . ',neutral
6143,06144,A grand fart coming from a director beginning to resemble someone 's crazy French grandfather .,negative,A grand fart coming from a director beginning to resemble someone 's crazy French grandfather,negative,.,neutral
6144,06145,"The script is a disaster , with cloying messages and irksome characters .",negative,The script,neutral,"is a disaster , with cloying messages and irksome characters .",negative
6145,06146,"both overstuffed and undernourished ... The film ca n't be called a solid success , although there 's plenty of evidence here to indicate Clooney might have better luck next time .",neutral,"both overstuffed and undernourished ... The film ca n't be called a solid success , although there 's plenty of evidence here to indicate Clooney might have better luck next time",negative,.,neutral
6146,06147,"Plods along , minus the twisted humor and eye-popping visuals that have made Miike ... a cult hero .",neutral,Plods along,neutral,", minus the twisted humor and eye-popping visuals that have made Miike ... a cult hero .",neutral
6147,06148,Hollywood has taken quite a nosedive from Alfred Hitchcock 's imaginative flight to Shyamalan 's self-important summer fluff .,negative,Hollywood,neutral,has taken quite a nosedive from Alfred Hitchcock 's imaginative flight to Shyamalan 's self-important summer fluff .,negative
6148,06149,The film 's maudlin focus on the young woman 's infirmity and her naive dreams play like the worst kind of Hollywood heart-string plucking .,negative,The film 's maudlin focus on the young woman 's infirmity and her naive dreams,neutral,play like the worst kind of Hollywood heart-string plucking .,negative
6149,06150,I firmly believe that a good video game movie is going to show up soon .,positive,I,neutral,firmly believe that a good video game movie is going to show up soon .,positive
6150,06151,I also believe that Resident Evil is not it .,negative,I,neutral,also believe that Resident Evil is not it .,neutral
6151,06152,"It has the air of a surprisingly juvenile lark , a pop-influenced prank whose charms are immediately apparent and wear thin with repetition .",negative,It,neutral,"has the air of a surprisingly juvenile lark , a pop-influenced prank whose charms are immediately apparent and wear thin with repetition .",negative
6152,06153,The plot meanders from gripping to plodding and back .,neutral,The plot,neutral,meanders from gripping to plodding and back .,negative
6153,06154,"This is cruel , misanthropic stuff with only weak claims to surrealism and black comedy .",negative,This,neutral,"is cruel , misanthropic stuff with only weak claims to surrealism and black comedy .",negative
6154,06155,No amount of nostalgia for Carvey 's glory days can disguise the fact that the new film is a lame kiddie flick and that Carvey 's considerable talents are wasted in it .,negative,No amount of nostalgia for Carvey 's glory days,negative,can disguise the fact that the new film is a lame kiddie flick and that Carvey 's considerable talents are wasted in it .,negative
6155,06156,Best described as I Know What You Did Last Winter .,neutral,Best,positive,described as I Know What You Did Last Winter .,neutral
6156,06157,"-LRB- Taylor -RRB- takes us on a ride that 's consistently surprising , easy to watch -- but , oh , so dumb .",neutral,-LRB- Taylor -RRB-,neutral,"takes us on a ride that 's consistently surprising , easy to watch -- but , oh , so dumb .",neutral
6157,06158,It 's difficult for a longtime admirer of his work to not be swept up in Invincible and overlook its drawbacks .,neutral,It,neutral,'s difficult for a longtime admirer of his work to not be swept up in Invincible and overlook its drawbacks .,neutral
6158,06159,Lazily directed by Charles Stone III ... from a leaden script by Matthew Cirulnick and novelist Thulani Davis .,negative,Lazily,negative,directed by Charles Stone III ... from a leaden script by Matthew Cirulnick and novelist Thulani Davis .,neutral
6159,06160,"Though Jones and Snipes are enthralling , the movie bogs down in rhetoric and cliché .",negative,Though Jones and Snipes are enthralling,positive,", the movie bogs down in rhetoric and cliché .",negative
6160,06161,"The most remarkable -LRB- and frustrating -RRB- thing about World Traveler , which opens today in Manhattan , is that its protagonist , after being an object of intense scrutiny for 104 minutes , remains a complete blank .",neutral,"The most remarkable -LRB- and frustrating -RRB- thing about World Traveler , which opens today in Manhattan ,",neutral,"is that its protagonist , after being an object of intense scrutiny for 104 minutes , remains a complete blank .",negative
6161,06162,An artsploitation movie with too much exploitation and too little art .,negative,An artsploitation movie with too much exploitation and too little art,negative,.,neutral
6162,06163,The pacing is often way off and there are too many bona fide groaners among too few laughs .,negative,The pacing is often way off and there are too many bona fide groaners among too few laughs,negative,.,neutral
